product,product_information,price,price_ordinary,customer_discount_percentage,customer_offer_valid_from,customer_offer_valid_to,member_offer,member_offer_available_from,member_offer_available_to,product_link,member_price,member_price_valid_from,member_price_valid_to,produkter_kategorier,links
Superwash ullgarn,"100% ren ny ull, lys grå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-100-ren-ny-ull-lys-gra-123534,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyL'}]"
Arctic fritidsgarn,sort,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-sort-205401,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyM'}]"
Arctic fritidsgarn,latte,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-latte-205402,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyN'}]"
Arctic fritidsgarn,oliven,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-oliven-196285,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyO'}]"
Arctic fritidsgarn,mørk rød,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-mork-rod-196282,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyP'}]"
Arctic fritidsgarn,brun melert,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-brun-melert-202810,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyQ'}]"
Arctic fritidsgarn,koks melert,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-koks-melert-202811,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyR'}]"
Arctic fritidsgarn,mørk denim,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-mork-denim-196286,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyS'}]"
Arctic Fritidsgarn ull,"100% ren ny ull, gul",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-ull-100-ren-ny-ull-gul-175519,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyT'}]"
Arctic Fritidsgarn ull,"100% ren ny ull, blå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-ull-100-ren-ny-ull-bla-175526,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyU'}]"
Arctic Fritidsgarn ull,"100% ren ny ull, grå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-ull-100-ren-ny-ull-gra-175516,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyV'}]"
Arctic Fritidsgarn ull,"100% ren ny ull, lys grå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-ull-100-ren-ny-ull-lys-gra-175517,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyW'}]"
Arctic Fritidsgarn ull,"100% ren ny ull, off-white",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-ull-100-ren-ny-ull-off-white-175518,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyX'}]"
Cotton medi garn,blå print,37.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-bla-print-210224,3032.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyY'}]"
Cotton medi garn,rosa/blå print,37.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-rosa-bla-print-210225,3032.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyZ'}]"
Cotton medi garn,rød/lilla/blå print,37.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-rod-lilla-bla-print-210226,3032.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Aya'}]"
Ida garn,hvit,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-garn-hvit-205413,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayb'}]"
Ida garn,latte,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-garn-latte-205414,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayc'}]"
Ida garn,dyp rød,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-garn-dyp-rod-205415,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayd'}]"
Ida garn,mørk rose,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-garn-mork-rose-205417,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Aye'}]"
Ida garn,pudderrosa,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-garn-pudderrosa-205418,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayf'}]"
Ida garn,mørk denim,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-garn-mork-denim-196295,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayg'}]"
Ida garn,flaskegrønn,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-garn-flaskegronn-205416,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayh'}]"
Ida garn,mørk grå melert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-garn-mork-gra-melert-202813,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayi'}]"
Garn Lollipop,lilla/rosa/blå gradert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-garn-lollipop-lilla-rosa-bla-gradert-199045,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayj'}]"
Garn Lollipop,lys/mørk denim gradert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-garn-lollipop-lys-mork-denim-gradert-199043,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayk'}]"
Garn Lollipop,beige/brun/latte gradert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-garn-lollipop-beige-brun-latte-gradert-199042,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayl'}]"
Garn Lollipop,lys/mørk grønn gradert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-garn-lollipop-lys-mork-gronn-gradert-199044,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Aym'}]"
Garn Lollipop,lakserosa/fersken gradert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-garn-lollipop-lakserosa-fersken-gradert-199047,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayn'}]"
Garn Lollipop,perlegrå/grå/koks gradert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-garn-lollipop-perlegra-gra-koks-gradert-199041,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayo'}]"
Garn Lollipop,blå/lavendel/turkis gradert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-garn-lollipop-bla-lavendel-turkis-gradert-199046,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayp'}]"
Garn Lollipop,pastellrosa/grønn/gul gradert,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-garn-lollipop-pastellrosa-gronn-gul-gradert-199048,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayq'}]"
Labbetuss garn,brun print,39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-brun-print-196300,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayr'}]"
Labbetuss garn ullmiks,"60% ull, grå mix",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-gra-mix-170098,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ays'}]"
Labbetuss garn ullmiks,"60% ull, rosa mix",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-rosa-mix-170099,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayt'}]"
Labbetuss garn ullmiks,"60% ull, blå/ hvit",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-bla-hvit-144932,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayu'}]"
Labbetuss garn ullmiks,"60% ull, blåmelert",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-blamelert-144930,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayv'}]"
Labbetuss garn ullmiks,"60% ull, solgul print",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-solgul-print-192119,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayw'}]"
Labbetuss garn ullmiks,"60% ull, bærrød print",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-baerrod-print-192118,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayx'}]"
Labbetuss garn ullmiks,"60% ull, rød/ grå/ hvit",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-rod-gra-hvit-144931,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayy'}]"
Labbetuss garn ullmiks,"60% ull, sjøgrønn print",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-sjogronn-print-192117,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ayz'}]"
Labbetuss garn ullmiks,"60% ull, skogsgrønn print",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-labbetuss-garn-ullmiks-60-ull-skogsgronn-print-192116,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay0'}]"
Ida strømpegarn ullmiks,"80% ull, blå",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-strompegarn-ullmiks-80-ull-bla-123526,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay1'}]"
Ida strømpegarn ullmiks,"80% ull, sort",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-strompegarn-ullmiks-80-ull-sort-123518,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay2'}]"
Ida strømpegarn ullmiks,"80% ull, lys grå",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-strompegarn-ullmiks-80-ull-lys-gra-144923,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay3'}]"
Ida strømpegarn ullmiks,"80% ull, off-white",39.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-ida-strompegarn-ullmiks-80-ull-off-white-123517,3192.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay4'}]"
Arctic fritidsgarn,gulfarget print,42.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-gulfarget-print-210217,3432.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay5'}]"
Arctic fritidsgarn,rustfarget print,42.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-rustfarget-print-210218,3432.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay6'}]"
Arctic fritidsgarn,lillafarget print,42.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-lillafarget-print-210220,3432.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay7'}]"
Arctic fritidsgarn,grønnfarget print,42.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-arctic-fritidsgarn-gronnfarget-print-210219,3432.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay8'}]"
Babygarn,kitt,44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-kitt-205406,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay9'}]"
Babygarn,pudder,44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-pudder-205403,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay%2B'}]"
Babygarn,lys gul,44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-lys-gul-205407,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ay%2F'}]"
Babygarn,dus grønn,44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-dus-gronn-196289,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AzA'}]"
Babygarn,pudderblå,44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-pudderbla-205404,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AzB'}]"
Babygarn,pudderrosa,44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-pudderrosa-205405,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AzC'}]"
Babygarn,mørk denim,44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-mork-denim-196291,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AzD'}]"
Babygarn,beige melert,44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-beige-melert-205408,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AzE'}]"
Babygarn merinoull,"100% merinoull, hvit",44.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-babygarn-merinoull-100-merinoull-hvit-123470,3592.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AzF'}]"
